Species,Abundance,Site ID,SampleDate,Group,Flag_Duplicated
Thalassiosira spp.,P,SVS,8/28/2012,Diatom,
Chaetoceros spp.,P,SVS,10/1/2012,Diatom,
Coscinodiscus spp.,P,SVS,10/1/2012,Diatom,
Entomoneis spp.,P,SVS,10/1/2012,Diatom,
Melosira spp.,P,SVS,10/1/2012,Diatom,
Navicula morphotype,P,SVS,10/1/2012,Diatom,
Nitzschia morphotype,P,SVS,10/1/2012,Diatom,
Pseudo-nitzschia spp.,A,SVS,10/1/2012,Diatom,
Rhizosolenia spp.,P,SVS,10/1/2012,Diatom,
Skeletonema spp.,P,SVS,10/1/2012,Diatom,
Thalassionema spp.,P,SVS,10/1/2012,Diatom,
Thalassiosira spp.,P,SVS,10/1/2012,Diatom,
Ceratium furca morphotype,P,SVS,10/1/2012,Dinoflagellate,
Ceratium fusus morphotype,P,SVS,10/1/2012,Dinoflagellate,
Ceratium longipes morphotype,P,SVS,10/1/2012,Dinoflagellate,
Dinophysis spp.,P,SVS,10/1/2012,Dinoflagellate,
Chaetoceros spp.,P,SVS,11/14/2012,Diatom,
Leptocylindrus spp.,P,SVS,11/14/2012,Diatom,
Thalassionema spp.,P,SVS,11/14/2012,Diatom,
Thalassiosira spp.,P,SVS,11/14/2012,Diatom,
Thalassiosira spp.,P,SVS,12/7/2012,Diatom,
Thalassiosira spp.,P,SVS,1/9/2013,Diatom,
Pseudo-nitzschia spp.,P,SVS,2/5/2013,Diatom,
Entomoneis spp.,P,SVS,3/12/2013,Diatom,
Pleurosigma morphotype,P,SVS,3/12/2013,Diatom,
Pseudo-nitzschia spp.,P,SVS,3/12/2013,Diatom,
Skeletonema spp.,P,SVS,3/12/2013,Diatom,
Thalassiosira spp.,P,SVS,3/12/2013,Diatom,
Chaetoceros spp.,P,SVS,4/15/2013,Diatom,
Coscinodiscus spp.,P,SVS,4/15/2013,Diatom,
Fragilariopsis spp.,P,SVS,4/15/2013,Diatom,
Leptocylindrus spp.,P,SVS,4/15/2013,Diatom,
Navicula morphotype,P,SVS,4/15/2013,Diatom,
Nitzschia morphotype,P,SVS,4/15/2013,Diatom,
Pseudo-nitzschia spp.,P,SVS,4/15/2013,Diatom,
Rhizosolenia spp.,P,SVS,4/15/2013,Diatom,
Skeletonema spp.,P,SVS,4/15/2013,Diatom,
Thalassionema spp.,P,SVS,4/15/2013,Diatom,
Thalassiosira spp.,P,SVS,4/15/2013,Diatom,
Scrippsiella,P,SVS,4/15/2013,Dinoflagellate,
Chaetoceros spp.,B,SVS,5/9/2013,Diatom,
Coscinodiscus spp.,P,SVS,5/9/2013,Diatom,
Fragilariopsis spp.,P,SVS,5/9/2013,Diatom,
Leptocylindrus spp.,P,SVS,5/9/2013,Diatom,
Licmophora spp.,P,SVS,5/9/2013,Diatom,
Navicula morphotype,P,SVS,5/9/2013,Diatom,
Nitzschia morphotype,P,SVS,5/9/2013,Diatom,
Pseudo-nitzschia spp.,P,SVS,5/9/2013,Diatom,
Rhizosolenia spp.,P,SVS,5/9/2013,Diatom,
Skeletonema spp.,P,SVS,5/9/2013,Diatom,
Stephanopyxis spp.,A,SVS,5/9/2013,Diatom,
Thalassionema spp.,P,SVS,5/9/2013,Diatom,
Thalassiosira spp.,P,SVS,5/9/2013,Diatom,
Protoperidinium spp.,P,SVS,5/9/2013,Dinoflagellate,
Chaetoceros spp.,B,SVS,6/3/2013,Diatom,
Leptocylindrus spp.,P,SVS,6/3/2013,Diatom,
Nitzschia morphotype,P,SVS,6/3/2013,Diatom,
Pseudo-nitzschia spp.,P,SVS,6/3/2013,Diatom,
Rhizosolenia spp.,P,SVS,6/3/2013,Diatom,
Stephanopyxis spp.,P,SVS,6/3/2013,Diatom,
Thalassiosira spp.,P,SVS,6/3/2013,Diatom,
Chaetoceros spp.,P,SVS,6/11/2013,Diatom,
Fragilariopsis spp.,P,SVS,6/11/2013,Diatom,
Guinardia spp.,P,SVS,6/11/2013,Diatom,
Leptocylindrus spp.,P,SVS,6/11/2013,Diatom,
Melosira spp.,P,SVS,6/11/2013,Diatom,
Nitzschia morphotype,P,SVS,6/11/2013,Diatom,
Pleurosigma morphotype,P,SVS,6/11/2013,Diatom,
Pseudo-nitzschia spp.,P,SVS,6/11/2013,Diatom,
Protoperidinium spp.,P,SVS,6/11/2013,Dinoflagellate,
Chaetoceros spp.,A,SVS,7/17/2013,Diatom,
Leptocylindrus spp.,P,SVS,7/17/2013,Diatom,
Pseudo-nitzschia spp.,A,SVS,7/17/2013,Diatom,
Rhizosolenia spp.,P,SVS,7/17/2013,Diatom,
Ceratium furca morphotype,P,SVS,7/17/2013,Dinoflagellate,
Ceratium fusus morphotype,P,SVS,7/17/2013,Dinoflagellate,
Ceratium longipes morphotype,P,SVS,7/17/2013,Dinoflagellate,
Protoperidinium spp.,P,SVS,7/17/2013,Dinoflagellate,
Scrippsiella,P,SVS,7/17/2013,Dinoflagellate,
Chaetoceros spp.,P,SVS,8/21/2013,Diatom,
Leptocylindrus spp.,P,SVS,8/21/2013,Diatom,
Pleurosigma morphotype,P,SVS,8/21/2013,Diatom,
Pseudo-nitzschia spp.,P,SVS,8/21/2013,Diatom,
Rhizosolenia spp.,P,SVS,8/21/2013,Diatom,
Thalassionema spp.,P,SVS,8/21/2013,Diatom,
Thalassiosira spp.,P,SVS,8/21/2013,Diatom,
Ceratium furca morphotype,P,SVS,8/21/2013,Dinoflagellate,
Dinophysis spp.,P,SVS,8/21/2013,Dinoflagellate,
Protoperidinium spp.,P,SVS,8/21/2013,Dinoflagellate,
Chaetoceros spp.,P,SVS,9/9/2013,Diatom,
Coscinodiscus spp.,P,SVS,9/9/2013,Diatom,
Leptocylindrus spp.,P,SVS,9/9/2013,Diatom,
Pleurosigma morphotype,P,SVS,9/9/2013,Diatom,
Pseudo-nitzschia spp.,P,SVS,9/9/2013,Diatom,
Rhizosolenia spp.,P,SVS,9/9/2013,Diatom,
Thalassionema spp.,P,SVS,9/9/2013,Diatom,
Thalassiosira spp.,P,SVS,9/9/2013,Diatom,
Ceratium fusus morphotype,P,SVS,9/9/2013,Dinoflagellate,
Protoperidinium spp.,P,SVS,9/9/2013,Dinoflagellate,
Chaetoceros spp.,P,SVS,10/11/2013,Diatom,
Leptocylindrus spp.,P,SVS,10/11/2013,Diatom,
Pleurosigma morphotype,P,SVS,10/11/2013,Diatom,
Pseudo-nitzschia spp.,P,SVS,10/11/2013,Diatom,
Rhizosolenia spp.,P,SVS,10/11/2013,Diatom,
Skeletonema spp.,P,SVS,10/11/2013,Diatom,
Thalassionema spp.,P,SVS,10/11/2013,Diatom,
Thalassiosira spp.,P,SVS,10/11/2013,Diatom,
Ceratium furca morphotype,P,SVS,10/11/2013,Dinoflagellate,
Dinophysis spp.,P,SVS,10/11/2013,Dinoflagellate,
Gyrodinium,P,SVS,10/11/2013,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,SVS,10/11/2013,Silicoflagellate,
Chaetoceros spp.,P,SVS,11/4/2013,Diatom,
Coscinodiscus spp.,P,SVS,11/4/2013,Diatom,
Pleurosigma morphotype,P,SVS,11/4/2013,Diatom,
Rhizosolenia spp.,P,SVS,11/4/2013,Diatom,
Ceratium furca morphotype,P,SVS,11/4/2013,Dinoflagellate,
Ceratium longipes morphotype,P,SVS,11/4/2013,Dinoflagellate,
Karenia mikimotoi,P,SVS,11/4/2013,Dinoflagellate,
Navicula morphotype,P,SVS,12/2/2013,Diatom,
Thalassionema spp.,P,SVS,12/2/2013,Diatom,
Chaetoceros spp.,P,SVS,3/6/2014,Diatom,
Pseudo-nitzschia spp.,P,SVS,3/6/2014,Diatom,
Fragilariopsis spp.,P,SVS,4/9/2014,Diatom,
Pleurosigma morphotype,P,SVS,4/9/2014,Diatom,
Pseudo-nitzschia spp.,P,SVS,4/9/2014,Diatom,
Thalassionema spp.,P,SVS,4/9/2014,Diatom,
Thalassiosira spp.,P,SVS,4/9/2014,Diatom,
Chaetoceros spp.,A,SVS,5/5/2014,Diatom,
Entomoneis spp.,P,SVS,5/5/2014,Diatom,
Fragilariopsis spp.,P,SVS,5/5/2014,Diatom,
Licmophora spp.,P,SVS,5/5/2014,Diatom,
Navicula morphotype,P,SVS,5/5/2014,Diatom,
Nitzschia morphotype,P,SVS,5/5/2014,Diatom,
Pleurosigma morphotype,P,SVS,5/5/2014,Diatom,
Pseudo-nitzschia spp.,P,SVS,5/5/2014,Diatom,
Rhizosolenia spp.,P,SVS,5/5/2014,Diatom,
Skeletonema spp.,P,SVS,5/5/2014,Diatom,
Thalassionema spp.,P,SVS,5/5/2014,Diatom,
Thalassiosira spp.,P,SVS,5/5/2014,Diatom,
Cerataulina spp.,P,SVS,6/9/2014,Diatom,
Cerataulina spp.,P,SVS,6/9/2014,Diatom,
Cerataulina spp.,P,SVS,6/9/2014,Diatom,
Chaetoceros spp.,B,SVS,6/9/2014,Diatom,
Chaetoceros spp.,B,SVS,6/9/2014,Diatom,
Chaetoceros spp.,B,SVS,6/9/2014,Diatom,
Entomoneis spp.,P,SVS,6/9/2014,Diatom,
Entomoneis spp.,P,SVS,6/9/2014,Diatom,
Entomoneis spp.,P,SVS,6/9/2014,Diatom,
Melosira spp.,P,SVS,6/9/2014,Diatom,
Melosira spp.,P,SVS,6/9/2014,Diatom,
Melosira spp.,P,SVS,6/9/2014,Diatom,
Navicula morphotype,P,SVS,6/9/2014,Diatom,
Navicula morphotype,P,SVS,6/9/2014,Diatom,
Navicula morphotype,P,SVS,6/9/2014,Diatom,
Pseudo-nitzschia spp.,A,SVS,6/9/2014,Diatom,
Pseudo-nitzschia spp.,A,SVS,6/9/2014,Diatom,
Pseudo-nitzschia spp.,A,SVS,6/9/2014,Diatom,
Rhizosolenia spp.,P,SVS,6/9/2014,Diatom,
Rhizosolenia spp.,P,SVS,6/9/2014,Diatom,
Rhizosolenia spp.,P,SVS,6/9/2014,Diatom,
Skeletonema spp.,P,SVS,6/9/2014,Diatom,
Skeletonema spp.,P,SVS,6/9/2014,Diatom,
Skeletonema spp.,P,SVS,6/9/2014,Diatom,
Stephanopyxis spp.,P,SVS,6/9/2014,Diatom,
Stephanopyxis spp.,P,SVS,6/9/2014,Diatom,
Stephanopyxis spp.,P,SVS,6/9/2014,Diatom,
Thalassiosira spp.,P,SVS,6/9/2014,Diatom,
Thalassiosira spp.,P,SVS,6/9/2014,Diatom,
Cerataulina spp.,P,SVS,7/7/2014,Diatom,
Cerataulina spp.,P,SVS,7/7/2014,Diatom,
Chaetoceros spp.,A,SVS,7/7/2014,Diatom,
Chaetoceros spp.,A,SVS,7/7/2014,Diatom,
Cerataulina spp.,P,SVS,8/5/2014,Diatom,
Chaetoceros spp.,A,SVS,8/5/2014,Diatom,
Coscinodiscus spp.,P,SVS,8/5/2014,Diatom,
Ditylum spp.,P,SVS,8/5/2014,Diatom,
Leptocylindrus spp.,P,SVS,8/5/2014,Diatom,
Navicula morphotype,P,SVS,8/5/2014,Diatom,
Pleurosigma morphotype,P,SVS,8/5/2014,Diatom,
Pseudo-nitzschia spp.,P,SVS,8/5/2014,Diatom,
Rhizosolenia spp.,P,SVS,8/5/2014,Diatom,
Thalassionema spp.,P,SVS,8/5/2014,Diatom,
Bacteriastrum spp.,P,SVS,9/4/2014,Diatom,
Chaetoceros spp.,P,SVS,9/4/2014,Diatom,
Coscinodiscus spp.,P,SVS,9/4/2014,Diatom,
Ditylum spp.,P,SVS,9/4/2014,Diatom,
Eucampia spp.,P,SVS,9/4/2014,Diatom,
Leptocylindrus spp.,P,SVS,9/4/2014,Diatom,
Nitzschia morphotype,P,SVS,9/4/2014,Diatom,
Pleurosigma morphotype,P,SVS,9/4/2014,Diatom,
Pseudo-nitzschia spp.,P,SVS,9/4/2014,Diatom,
Rhizosolenia spp.,P,SVS,9/4/2014,Diatom,
Skeletonema spp.,P,SVS,9/4/2014,Diatom,
Thalassionema spp.,P,SVS,9/4/2014,Diatom,
Thalassiosira spp.,P,SVS,9/4/2014,Diatom,
Ceratium furca morphotype,P,SVS,9/4/2014,Dinoflagellate,
Ceratium fusus morphotype,P,SVS,9/4/2014,Dinoflagellate,
Ceratium longipes morphotype,P,SVS,9/4/2014,Dinoflagellate,
Dinophysis spp.,P,SVS,9/4/2014,Dinoflagellate,
Protoperidinium spp.,P,SVS,9/4/2014,Dinoflagellate,
Bacteriastrum spp.,P,SVS,10/6/2014,Diatom,
Cerataulina spp.,P,SVS,10/6/2014,Diatom,
Chaetoceros spp.,P,SVS,10/6/2014,Diatom,
Coscinodiscus spp.,P,SVS,10/6/2014,Diatom,
Ditylum spp.,P,SVS,10/6/2014,Diatom,
Leptocylindrus spp.,P,SVS,10/6/2014,Diatom,
Pleurosigma morphotype,P,SVS,10/6/2014,Diatom,
Pseudo-nitzschia spp.,P,SVS,10/6/2014,Diatom,
Rhizosolenia spp.,P,SVS,10/6/2014,Diatom,
Thalassionema spp.,P,SVS,10/6/2014,Diatom,
Thalassiosira spp.,P,SVS,10/6/2014,Diatom,
Ceratium furca morphotype,P,SVS,10/6/2014,Dinoflagellate,
Ceratium longipes morphotype,P,SVS,10/6/2014,Dinoflagellate,
Dinophysis spp.,P,SVS,10/6/2014,Dinoflagellate,
Prorocentrum spp.,P,SVS,10/6/2014,Dinoflagellate,
Protoperidinium spp.,P,SVS,10/6/2014,Dinoflagellate,
Bacteriastrum spp.,P,SVS,11/4/2014,Diatom,
Cerataulina spp.,P,SVS,11/4/2014,Diatom,
Chaetoceros spp.,P,SVS,11/4/2014,Diatom,
Coscinodiscus spp.,P,SVS,11/4/2014,Diatom,
Leptocylindrus spp.,P,SVS,11/4/2014,Diatom,
Pleurosigma morphotype,P,SVS,11/4/2014,Diatom,
Pseudo-nitzschia spp.,P,SVS,11/4/2014,Diatom,
Skeletonema spp.,P,SVS,11/4/2014,Diatom,
Stephanopyxis spp.,P,SVS,11/4/2014,Diatom,
Thalassiosira spp.,P,SVS,11/4/2014,Diatom,
Ceratium furca morphotype,P,SVS,11/4/2014,Dinoflagellate,
Ceratium longipes morphotype,P,SVS,11/4/2014,Dinoflagellate,
Prorocentrum spp.,P,SVS,11/4/2014,Dinoflagellate,
Protoperidinium spp.,P,SVS,11/4/2014,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,SVS,11/4/2014,Silicoflagellate,
Cerataulina spp.,P,SVS,12/2/2014,Diatom,
Chaetoceros spp.,P,SVS,12/2/2014,Diatom,
Fragilariopsis spp.,P,SVS,12/2/2014,Diatom,
Leptocylindrus spp.,P,SVS,12/2/2014,Diatom,
Nitzschia morphotype,P,SVS,12/2/2014,Diatom,
Pseudo-nitzschia spp.,P,SVS,12/2/2014,Diatom,
Rhizosolenia spp.,P,SVS,12/2/2014,Diatom,
Thalassionema spp.,P,SVS,12/2/2014,Diatom,
Thalassiosira spp.,P,SVS,12/2/2014,Diatom,
Dictyocha spp. (Chromophyte),P,SVS,12/2/2014,Silicoflagellate,
Chaetoceros spp.,P,SVS,1/14/2015,Diatom,
Coscinodiscus spp.,P,SVS,1/14/2015,Diatom,
Navicula morphotype,P,SVS,1/14/2015,Diatom,
Chaetoceros spp.,P,SVS,2/3/2015,Diatom,
Ditylum spp.,P,SVS,2/3/2015,Diatom,
Melosira spp.,P,SVS,2/3/2015,Diatom,
Thalassionema spp.,P,SVS,2/3/2015,Diatom,
Ceratium furca morphotype,P,SVS,2/3/2015,Dinoflagellate,
Pleurosigma morphotype,P,SVS,3/13/2015,Diatom,
Thalassionema spp.,P,SVS,3/13/2015,Diatom,
Chaetoceros spp.,P,SVS,4/10/2015,Diatom,
Ditylum spp.,P,SVS,4/10/2015,Diatom,
Fragilariopsis spp.,P,SVS,4/10/2015,Diatom,
Melosira spp.,P,SVS,4/10/2015,Diatom,
Navicula morphotype,P,SVS,4/10/2015,Diatom,
Pleurosigma morphotype,P,SVS,4/10/2015,Diatom,
Stephanopyxis spp.,P,SVS,4/10/2015,Diatom,
Thalassionema spp.,P,SVS,4/10/2015,Diatom,
Thalassiosira spp.,P,SVS,4/10/2015,Diatom,
Ceratium furca morphotype,P,SVS,4/10/2015,Dinoflagellate,
Dinophysis spp.,P,SVS,4/10/2015,Dinoflagellate,
Chaetoceros socialis,P,SVS,5/13/2015,Diatom,
Chaetoceros spp.,P,SVS,5/13/2015,Diatom,
Licmophora spp.,P,SVS,5/13/2015,Diatom,
Pleurosigma morphotype,P,SVS,5/13/2015,Diatom,
Skeletonema spp.,P,SVS,5/13/2015,Diatom,
Stephanopyxis spp.,P,SVS,5/13/2015,Diatom,
Thalassiosira spp.,P,SVS,5/13/2015,Diatom,
Chaetoceros spp.,P,SVS,7/14/2015,Diatom,
Coscinodiscus spp.,P,SVS,7/14/2015,Diatom,
Leptocylindrus spp.,P,SVS,7/14/2015,Diatom,
Leptocylindrus spp.,P,SVS,7/14/2015,Diatom,
Rhizosolenia spp.,P,SVS,7/14/2015,Diatom,
Cerataulina spp.,P,SVS,8/14/2015,Diatom,
Chaetoceros spp.,P,SVS,8/14/2015,Diatom,
Coscinodiscus spp.,P,SVS,8/14/2015,Diatom,
Ditylum spp.,P,SVS,8/14/2015,Diatom,
Entomoneis spp.,P,SVS,8/14/2015,Diatom,
Leptocylindrus spp.,A,SVS,8/14/2015,Diatom,
Licmophora spp.,P,SVS,8/14/2015,Diatom,
Pleurosigma morphotype,P,SVS,8/14/2015,Diatom,
Pseudo-nitzschia spp.,P,SVS,8/14/2015,Diatom,
Thalassionema spp.,P,SVS,8/14/2015,Diatom,
Thalassiosira spp.,P,SVS,8/14/2015,Diatom,
Dinophysis spp.,P,SVS,8/14/2015,Dinoflagellate,
Scrippsiella,P,SVS,8/14/2015,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,SVS,8/14/2015,Silicoflagellate,
Chaetoceros socialis,P,SVS,9/16/2015,Diatom,
Chaetoceros spp.,P,SVS,9/16/2015,Diatom,
Coscinodiscus spp.,P,SVS,9/16/2015,Diatom,
Ditylum spp.,P,SVS,9/16/2015,Diatom,
Eucampia spp.,P,SVS,9/16/2015,Diatom,
Melosira spp.,P,SVS,9/16/2015,Diatom,
Navicula morphotype,P,SVS,9/16/2015,Diatom,
Nitzschia morphotype,P,SVS,9/16/2015,Diatom,
Odontella spp.,P,SVS,9/16/2015,Diatom,
Pleurosigma morphotype,P,SVS,9/16/2015,Diatom,
Pseudo-nitzschia spp.,P,SVS,9/16/2015,Diatom,
Thalassionema spp.,P,SVS,9/16/2015,Diatom,
Thalassiosira spp.,P,SVS,9/16/2015,Diatom,
Ceratium furca morphotype,P,SVS,9/16/2015,Dinoflagellate,
Ceratium longipes morphotype,P,SVS,9/16/2015,Dinoflagellate,
Dinophysis spp.,P,SVS,9/16/2015,Dinoflagellate,
Protoperidinium spp.,P,SVS,9/16/2015,Dinoflagellate,
Scrippsiella,P,SVS,9/16/2015,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,SVS,9/16/2015,Silicoflagellate,
Chaetoceros socialis,P,SVS,10/13/2015,Diatom,
Chaetoceros spp.,P,SVS,10/13/2015,Diatom,
Coscinodiscus spp.,P,SVS,10/13/2015,Diatom,
Ditylum spp.,P,SVS,10/13/2015,Diatom,
Navicula morphotype,P,SVS,10/13/2015,Diatom,
Skeletonema spp.,P,SVS,10/13/2015,Diatom,
Thalassionema spp.,P,SVS,10/13/2015,Diatom,
Thalassiosira spp.,P,SVS,10/13/2015,Diatom,
Ceratium furca morphotype,P,SVS,10/13/2015,Dinoflagellate,
Dinophysis spp.,P,SVS,10/13/2015,Dinoflagellate,
Prorocentrum spp.,P,SVS,10/13/2015,Dinoflagellate,
Protoperidinium spp.,P,SVS,10/13/2015,Dinoflagellate,
Ditylum spp.,P,SVS,12/18/2015,Diatom,
Pleurosigma morphotype,P,SVS,12/18/2015,Diatom,
Asterionellopsis,P,SVS,3/22/2016,Diatom,
Cylindrotheca spp.,P,SVS,3/22/2016,Diatom,
Ditylum spp.,P,SVS,3/22/2016,Diatom,
Lauderia spp.,P,SVS,3/22/2016,Diatom,
Navicula morphotype,P,SVS,3/22/2016,Diatom,
Pleurosigma morphotype,P,SVS,3/22/2016,Diatom,
Pseudo-nitzschia spp.,P,SVS,3/22/2016,Diatom,
Stephanopyxis spp.,A,SVS,3/22/2016,Diatom,
Thalassionema spp.,P,SVS,3/22/2016,Diatom,
Prorocentrum spp.,P,SVS,3/22/2016,Dinoflagellate,
Asterionellopsis,P,SVS,4/21/2016,Diatom,
Cerataulina spp.,P,SVS,4/21/2016,Diatom,
Chaetoceros socialis,P,SVS,4/21/2016,Diatom,
Chaetoceros spp.,P,SVS,4/21/2016,Diatom,
Coscinodiscus spp.,P,SVS,4/21/2016,Diatom,
Ditylum spp.,P,SVS,4/21/2016,Diatom,
Entomoneis spp.,P,SVS,4/21/2016,Diatom,
Lauderia spp.,P,SVS,4/21/2016,Diatom,
Leptocylindrus spp.,P,SVS,4/21/2016,Diatom,
Licmophora spp.,P,SVS,4/21/2016,Diatom,
Navicula morphotype,P,SVS,4/21/2016,Diatom,
Nitzschia morphotype,P,SVS,4/21/2016,Diatom,
Pleurosigma morphotype,P,SVS,4/21/2016,Diatom,
Pseudo-nitzschia spp.,P,SVS,4/21/2016,Diatom,
Skeletonema spp.,P,SVS,4/21/2016,Diatom,
Stephanopyxis spp.,P,SVS,4/21/2016,Diatom,
Thalassionema spp.,P,SVS,4/21/2016,Diatom,
Thalassiosira spp.,P,SVS,4/21/2016,Diatom,
Ceratium furca morphotype,P,SVS,4/21/2016,Dinoflagellate,
Scrippsiella,P,SVS,4/21/2016,Dinoflagellate,
Chaetoceros spp.,P,SVS,5/17/2016,Diatom,
Lauderia spp.,P,SVS,5/17/2016,Diatom,
Navicula morphotype,P,SVS,5/17/2016,Diatom,
Pseudo-nitzschia spp.,P,SVS,5/17/2016,Diatom,
Skeletonema spp.,P,SVS,5/17/2016,Diatom,
Stephanopyxis spp.,P,SVS,5/17/2016,Diatom,
Thalassiosira spp.,P,SVS,5/17/2016,Diatom,
Chaetoceros spp.,P,SVS,6/16/2016,Diatom,
Eucampia spp.,P,SVS,6/16/2016,Diatom,
Lauderia spp.,P,SVS,6/16/2016,Diatom,
Leptocylindrus spp.,P,SVS,6/16/2016,Diatom,
Melosira spp.,P,SVS,6/16/2016,Diatom,
Navicula morphotype,P,SVS,6/16/2016,Diatom,
Odontella spp.,P,SVS,6/16/2016,Diatom,
Pseudo-nitzschia spp.,B,SVS,6/16/2016,Diatom,
Rhizosolenia spp.,P,SVS,6/16/2016,Diatom,
Skeletonema spp.,P,SVS,6/16/2016,Diatom,
Striatella,P,SVS,6/16/2016,Diatom,
Thalassionema spp.,P,SVS,6/16/2016,Diatom,
Thalassiosira spp.,P,SVS,6/16/2016,Diatom,
Protoperidinium spp.,P,SVS,6/16/2016,Dinoflagellate,
Scrippsiella,P,SVS,6/16/2016,Dinoflagellate,
Cerataulina spp.,P,SVS,7/20/2016,Diatom,
Chaetoceros socialis,P,SVS,7/20/2016,Diatom,
Chaetoceros spp.,A,SVS,7/20/2016,Diatom,
Coscinodiscus spp.,P,SVS,7/20/2016,Diatom,
Ditylum spp.,P,SVS,7/20/2016,Diatom,
Entomoneis spp.,P,SVS,7/20/2016,Diatom,
Fragilariopsis spp.,P,SVS,7/20/2016,Diatom,
Leptocylindrus spp.,P,SVS,7/20/2016,Diatom,
Melosira spp.,P,SVS,7/20/2016,Diatom,
Navicula morphotype,P,SVS,7/20/2016,Diatom,
Odontella spp.,P,SVS,7/20/2016,Diatom,
Pleurosigma morphotype,P,SVS,7/20/2016,Diatom,
Pseudo-nitzschia spp.,P,SVS,7/20/2016,Diatom,
Rhizosolenia spp.,P,SVS,7/20/2016,Diatom,
Stephanopyxis spp.,P,SVS,7/20/2016,Diatom,
Striatella,P,SVS,7/20/2016,Diatom,
Thalassionema spp.,P,SVS,7/20/2016,Diatom,
Thalassiosira spp.,P,SVS,7/20/2016,Diatom,
Ceratium longipes morphotype,P,SVS,7/20/2016,Dinoflagellate,
Dinophysis spp.,P,SVS,7/20/2016,Dinoflagellate,
Protoperidinium spp.,P,SVS,7/20/2016,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,SVS,7/20/2016,Silicoflagellate,
Cerataulina spp.,P,SVS,8/17/2016,Diatom,
Chaetoceros socialis,P,SVS,8/17/2016,Diatom,
Chaetoceros spp.,P,SVS,8/17/2016,Diatom,
Coscinodiscus spp.,P,SVS,8/17/2016,Diatom,
Ditylum spp.,P,SVS,8/17/2016,Diatom,
Eucampia spp.,P,SVS,8/17/2016,Diatom,
Nitzschia morphotype,P,SVS,8/17/2016,Diatom,
Pseudo-nitzschia spp.,P,SVS,8/17/2016,Diatom,
Rhizosolenia spp.,P,SVS,8/17/2016,Diatom,
Skeletonema spp.,P,SVS,8/17/2016,Diatom,
Thalassionema spp.,P,SVS,8/17/2016,Diatom,
Thalassiosira spp.,P,SVS,8/17/2016,Diatom,
Alexandrium spp.,P,SVS,8/17/2016,Dinoflagellate,
Ceratium furca morphotype,P,SVS,8/17/2016,Dinoflagellate,
Ceratium longipes morphotype,P,SVS,8/17/2016,Dinoflagellate,
Dinophysis spp.,P,SVS,8/17/2016,Dinoflagellate,
Gyrodinium,P,SVS,8/17/2016,Dinoflagellate,
Heterocapsa spp.,P,SVS,8/17/2016,Dinoflagellate,
Protoperidinium spp.,P,SVS,8/17/2016,Dinoflagellate,
Scrippsiella,P,SVS,8/17/2016,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,SVS,8/17/2016,Silicoflagellate,
Chaetoceros spp.,P,SVS,9/14/2016,Diatom,
Corethron spp.,P,SVS,9/14/2016,Diatom,
Coscinodiscus spp.,P,SVS,9/14/2016,Diatom,
Ditylum spp.,A,SVS,9/14/2016,Diatom,
Fragilariopsis spp.,P,SVS,9/14/2016,Diatom,
Pleurosigma morphotype,P,SVS,9/14/2016,Diatom,
Pseudo-nitzschia spp.,P,SVS,9/14/2016,Diatom,
Rhizosolenia spp.,P,SVS,9/14/2016,Diatom,
Skeletonema spp.,P,SVS,9/14/2016,Diatom,
Thalassionema spp.,P,SVS,9/14/2016,Diatom,
Thalassiosira spp.,P,SVS,9/14/2016,Diatom,
Triceratium spp.,P,SVS,9/14/2016,Diatom,
Ceratium furca morphotype,P,SVS,9/14/2016,Dinoflagellate,
Ceratium longipes morphotype,P,SVS,9/14/2016,Dinoflagellate,
Dinophysis spp.,P,SVS,9/14/2016,Dinoflagellate,
Heterocapsa spp.,P,SVS,9/14/2016,Dinoflagellate,
Protoperidinium spp.,P,SVS,9/14/2016,Dinoflagellate,
Scrippsiella,P,SVS,9/14/2016,Dinoflagellate,
Chaetoceros spp.,P,SVS,9/27/2016,Diatom,
Corethron spp.,A,SVS,9/27/2016,Diatom,
Coscinodiscus spp.,P,SVS,9/27/2016,Diatom,
Ditylum spp.,P,SVS,9/27/2016,Diatom,
Entomoneis spp.,P,SVS,9/27/2016,Diatom,
Eucampia spp.,P,SVS,9/27/2016,Diatom,
Leptocylindrus spp.,P,SVS,9/27/2016,Diatom,
Licmophora spp.,P,SVS,9/27/2016,Diatom,
Pleurosigma morphotype,P,SVS,9/27/2016,Diatom,
Pseudo-nitzschia spp.,P,SVS,9/27/2016,Diatom,
Rhizosolenia spp.,P,SVS,9/27/2016,Diatom,
Thalassionema spp.,P,SVS,9/27/2016,Diatom,
Thalassiosira spp.,P,SVS,9/27/2016,Diatom,
Alexandrium spp.,P,SVS,9/27/2016,Dinoflagellate,
Ceratium furca morphotype,P,SVS,9/27/2016,Dinoflagellate,
Ceratium longipes morphotype,P,SVS,9/27/2016,Dinoflagellate,
Dinophysis spp.,P,SVS,9/27/2016,Dinoflagellate,
Heterocapsa spp.,P,SVS,9/27/2016,Dinoflagellate,
