"","Site.ID","NS","Bay","Date","Month","Year","Day.of.Yr","effort","Alexandrium spp.","Cerataulina spp.","Ceratium furca morphotype","Ceratium longipes morphotype","Chaetoceros spp.","Coscinodiscus spp.","Dictyocha spp. (Chromophyte)","Dinophysis spp.","Ditylum spp.","Entomoneis spp.","Eucampia spp.","Fragilariopsis spp.","Guinardia spp.","Heterocapsa spp.","Lauderia spp.","Leptocylindrus spp.","Licmophora spp.","Melosira spp.","Navicula morphotype","Nitzschia morphotype","Odontella spp.","Pleurosigma morphotype","Protoperidinium spp.","Pseudo-nitzschia spp.","Rhizosolenia spp.","Scrippsiella","Skeletonema spp.","Stephanopyxis spp.","Striatella","Thalassionema spp.","Thalassiosira spp."
"288","SVH","S","SEL",2020-08-27,"Aug","2020",240,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
"289","SVH","S","SEL",2020-09-03,"Sep","2020",247,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1
"290","SVH","S","SEL",2020-09-10,"Sep","2020",254,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1
"291","SVH","S","SEL",2023-09-13,"Sep","2023",256,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
"292","SVH","S","SEL",2023-09-20,"Sep","2023",263,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
"293","SVS","S","SEL",2014-09-04,"Sep","2014",247,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1
"294","SVS","S","SEL",2017-08-11,"Aug","2017",223,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
"295","SVS","S","SEL",2017-09-15,"Sep","2017",258,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
"296","EPE","S","EP",2016-05-26,"May","2016",147,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
"297","EPE","S","EP",2016-07-02,"Jul","2016",184,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
"298","EPE","S","EP",2016-07-20,"Jul","2016",202,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1
"299","EPE","S","EP",2017-06-16,"Jun","2017",167,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1
"300","EPE","S","EP",2020-04-17,"Apr","2020",108,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
"301","EPE","S","EP",2020-06-10,"Jun","2020",162,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1
"302","EPE","S","EP",2020-06-16,"Jun","2020",168,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"303","EPE","S","EP",2020-07-15,"Jul","2020",197,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1
"304","EPE","S","EP",2021-06-16,"Jun","2021",167,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1
"305","EPE","S","EP",2021-06-30,"Jun","2021",181,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1
"306","EPE","S","EP",2022-05-12,"May","2022",132,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1
"307","EPE","S","EP",2022-05-30,"May","2022",150,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1
"308","EPE","S","EP",2022-07-05,"Jul","2022",186,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"309","EPE","S","EP",2022-07-12,"Jul","2022",193,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
"310","EPE","S","EP",2022-08-09,"Aug","2022",221,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"311","EPE","S","EP",2023-06-05,"Jun","2023",156,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1
"312","EPE","S","EP",2023-06-20,"Jun","2023",171,2,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
"313","EPE","S","EP",2023-06-28,"Jun","2023",179,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1
"314","EPE","S","EP",2023-07-04,"Jul","2023",185,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1
"315","EPE","S","EP",2023-07-11,"Jul","2023",192,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"316","EPE","S","EP",2023-07-25,"Jul","2023",206,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
"317","EPE","S","EP",2023-07-31,"Jul","2023",212,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
"318","EPE","S","EP",2023-08-15,"Aug","2023",227,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
"319","EPE","S","EP",2023-09-26,"Sep","2023",269,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
"320","EPW","S","EP",2016-06-22,"Jun","2016",174,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1
"321","EPW","S","EP",2024-06-05,"Jun","2024",157,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1
"322","EPW","S","EP",2024-07-25,"Jul","2024",207,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
"323","EPW","S","EP",2024-08-01,"Aug","2024",214,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1
"324","EPY","S","EP",2014-06-09,"Jun","2014",160,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1
"325","EPY","S","EP",2015-06-05,"Jun","2015",156,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
"326","HMH","N","HOM",2014-06-12,"Jun","2014",163,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
"327","HMH","N","HOM",2014-06-20,"Jun","2014",171,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"328","HMH","N","HOM",2014-06-26,"Jun","2014",177,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"329","HMH","N","HOM",2014-07-03,"Jul","2014",184,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"330","HMH","N","HOM",2015-04-06,"Apr","2015",96,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
"331","HMH","N","HOM",2015-05-06,"May","2015",126,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
"332","HMH","N","HOM",2015-05-21,"May","2015",141,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1
"333","HMH","N","HOM",2015-05-27,"May","2015",147,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
"334","HMH","N","HOM",2015-06-01,"Jun","2015",152,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
"335","HMH","N","HOM",2015-06-11,"Jun","2015",162,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"336","HMH","N","HOM",2015-06-17,"Jun","2015",168,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
"337","HMH","N","HOM",2015-08-14,"Aug","2015",226,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
"338","HMH","N","HOM",2015-08-17,"Aug","2015",229,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1
"339","HMH","N","HOM",2016-04-12,"Apr","2016",103,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
"340","HMH","N","HOM",2016-05-08,"May","2016",129,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
"341","HMH","N","HOM",2016-06-01,"Jun","2016",153,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1
"342","HMH","N","HOM",2016-06-09,"Jun","2016",161,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
"343","HMH","N","HOM",2016-06-29,"Jun","2016",181,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1
"344","HMH","N","HOM",2017-05-18,"May","2017",138,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1
"345","HMH","N","HOM",2017-05-22,"May","2017",142,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0
"346","HMH","N","HOM",2017-05-31,"May","2017",151,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
"347","HMH","N","HOM",2017-06-05,"Jun","2017",156,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0
"348","HMH","N","HOM",2017-06-13,"Jun","2017",164,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1
"349","HMH","N","HOM",2017-06-20,"Jun","2017",171,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1
"350","HMH","N","HOM",2017-08-14,"Aug","2017",226,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1
"351","HMH","N","HOM",2017-08-21,"Aug","2017",233,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
"352","HMH","N","HOM",2017-09-18,"Sep","2017",261,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
"353","HMH","N","HOM",2018-07-09,"Jul","2018",190,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
"354","HMH","N","HOM",2018-07-18,"Jul","2018",199,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0
"355","HMH","N","HOM",2018-07-21,"Jul","2018",202,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"356","HMH","N","HOM",2018-07-29,"Jul","2018",210,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"357","HMH","N","HOM",2018-07-30,"Jul","2018",211,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1
"358","HMH","N","HOM",2018-08-14,"Aug","2018",226,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1
"359","HMH","N","HOM",2019-04-16,"Apr","2019",106,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
"360","HMH","N","HOM",2019-05-06,"May","2019",126,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
"361","HMH","N","HOM",2019-06-02,"Jun","2019",153,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1
"362","HMH","N","HOM",2019-06-21,"Jun","2019",172,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1
"363","HMH","N","HOM",2019-06-24,"Jun","2019",175,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"364","HMH","N","HOM",2019-07-02,"Jul","2019",183,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0
"365","HMH","N","HOM",2019-07-16,"Jul","2019",197,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
"366","HMH","N","HOM",2019-07-22,"Jul","2019",203,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
"367","HMH","N","HOM",2019-07-29,"Jul","2019",210,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"368","HMH","N","HOM",2020-04-11,"Apr","2020",102,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1
"369","HMH","N","HOM",2020-04-17,"Apr","2020",108,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
"370","HMH","N","HOM",2020-04-24,"Apr","2020",115,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1
"371","HMH","N","HOM",2020-05-06,"May","2020",127,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1
"372","HMH","N","HOM",2020-05-13,"May","2020",134,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1
"373","HMH","N","HOM",2020-05-20,"May","2020",141,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1
"374","HMH","N","HOM",2020-05-25,"May","2020",146,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1
"375","HMH","N","HOM",2020-06-03,"Jun","2020",155,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1
"376","HMH","N","HOM",2020-06-16,"Jun","2020",168,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1
"377","HMH","N","HOM",2020-06-24,"Jun","2020",176,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1
"378","HMH","N","HOM",2020-06-30,"Jun","2020",182,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"379","HMH","N","HOM",2020-07-15,"Jul","2020",197,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
"380","HMH","N","HOM",2020-07-21,"Jul","2020",203,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1
"381","HMH","N","HOM",2020-07-30,"Jul","2020",212,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
"382","HMH","N","HOM",2020-08-19,"Aug","2020",232,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0
"383","HMH","N","HOM",2021-05-05,"May","2021",125,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1
"384","HMH","N","HOM",2021-06-03,"Jun","2021",154,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1
"385","HMH","N","HOM",2021-06-23,"Jun","2021",174,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
"386","HMH","N","HOM",2021-07-07,"Jul","2021",188,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
"387","HMH","N","HOM",2021-07-14,"Jul","2021",195,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1
"388","HMH","N","HOM",2021-08-04,"Aug","2021",216,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1
"389","HMH","N","HOM",2021-08-12,"Aug","2021",224,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
"390","HMH","N","HOM",2021-09-01,"Sep","2021",244,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
"391","HMH","N","HOM",2021-09-30,"Sep","2021",273,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1
"392","HMH","N","HOM",2022-04-13,"Apr","2022",103,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1
"393","HMH","N","HOM",2022-04-21,"Apr","2022",111,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
"394","HMH","N","HOM",2022-05-24,"May","2022",144,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"395","HMH","N","HOM",2022-06-16,"Jun","2022",167,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1
"396","HMH","N","HOM",2022-06-30,"Jun","2022",181,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"397","HMH","N","HOM",2022-07-07,"Jul","2022",188,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"398","HMH","N","HOM",2022-07-12,"Jul","2022",193,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"399","HMH","N","HOM",2022-07-21,"Jul","2022",202,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"400","HMH","N","HOM",2023-05-03,"May","2023",123,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
"401","HMH","N","HOM",2023-06-14,"Jun","2023",165,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1
"402","HMH","N","HOM",2023-07-04,"Jul","2023",185,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1
"403","HMH","N","HOM",2023-08-08,"Aug","2023",220,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
"404","HMH","N","HOM",2024-04-03,"Apr","2024",94,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0
"405","HMH","N","HOM",2024-04-11,"Apr","2024",102,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1
"406","HMH","N","HOM",2024-05-09,"May","2024",130,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1
"407","HMH","N","HOM",2024-06-26,"Jun","2024",178,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1
"408","HMH","N","HOM",2024-07-03,"Jul","2024",185,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1
"409","HMH","N","HOM",2024-07-10,"Jul","2024",192,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1
"410","HMH","N","HOM",2024-07-17,"Jul","2024",199,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1
"411","HMH","N","HOM",2024-07-31,"Jul","2024",213,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1
"412","HMH","N","HOM",2024-09-18,"Sep","2024",262,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
"413","HMH","N","HOM",2024-09-25,"Sep","2024",269,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
"414","HMS","N","HOM",2014-06-09,"Jun","2014",160,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"415","HMS","N","HOM",2014-07-07,"Jul","2014",188,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"416","HMS","N","HOM",2015-04-10,"Apr","2015",100,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1
"417","HMS","N","HOM",2016-06-17,"Jun","2016",169,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
"418","JBB","S","JAK",2022-06-09,"Jun","2022",160,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1
"419","JBB","S","JAK",2023-06-05,"Jun","2023",156,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"420","JBB","S","JAK",2023-07-04,"Jul","2023",185,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1
"421","JBB","S","JAK",2023-07-11,"Jul","2023",192,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"422","JBB","S","JAK",2023-07-25,"Jul","2023",206,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1
"423","JBD","S","JAK",2013-08-02,"Aug","2013",214,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"424","JBD","S","JAK",2014-06-17,"Jun","2014",168,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"425","JBD","S","JAK",2014-06-27,"Jun","2014",178,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"426","JBD","S","JAK",2014-07-02,"Jul","2014",183,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"427","JBD","S","JAK",2016-06-16,"Jun","2016",168,2,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
"428","JBD","S","JAK",2019-04-03,"Apr","2019",93,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1
"429","JBD","S","JAK",2019-04-23,"Apr","2019",113,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1
"430","JBD","S","JAK",2019-05-02,"May","2019",122,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1
"431","JBD","S","JAK",2020-07-15,"Jul","2020",197,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1
"432","JBD","S","JAK",2021-07-28,"Jul","2021",209,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1
