"","Species","Site.ID","NS","Bay","Group","Date","Month","Year","Day.of.Yr","PA","effort","num.abund","mean.abund"
"7277","Lauderia spp.","HMH","N","HOM","Diatom",2016-08-26,"Aug","2016",239,1,1,1,1
"7278","Lauderia spp.","HMH","N","HOM","Diatom",2016-10-03,"Oct","2016",277,1,1,1,1
"7279","Lauderia spp.","HMH","N","HOM","Diatom",2016-10-07,"Oct","2016",281,1,1,1,1
"7280","Lauderia spp.","HMH","N","HOM","Diatom",2017-02-27,"Feb","2017",58,1,1,1,1
"7281","Lauderia spp.","HMH","N","HOM","Diatom",2017-03-21,"Mar","2017",80,1,1,1,1
"7282","Lauderia spp.","HMH","N","HOM","Diatom",2018-05-06,"May","2018",126,1,1,1,1
"7283","Lauderia spp.","HMH","N","HOM","Diatom",2018-09-27,"Sep","2018",270,1,1,1,1
"7284","Lauderia spp.","HMH","N","HOM","Diatom",2018-10-10,"Oct","2018",283,1,1,1,1
"7285","Lauderia spp.","HMH","N","HOM","Diatom",2018-11-02,"Nov","2018",306,1,1,1,1
"7286","Lauderia spp.","HMH","N","HOM","Diatom",2018-11-15,"Nov","2018",319,1,1,1,1
"7287","Lauderia spp.","HMH","N","HOM","Diatom",2019-04-09,"Apr","2019",99,1,1,1,1
"7288","Lauderia spp.","HMH","N","HOM","Diatom",2019-06-02,"Jun","2019",153,1,1,1,1
"7289","Lauderia spp.","HMH","N","HOM","Diatom",2019-06-21,"Jun","2019",172,1,1,1,1
"7290","Lauderia spp.","HMH","N","HOM","Diatom",2019-08-28,"Aug","2019",240,1,1,1,1
"7291","Lauderia spp.","HMH","N","HOM","Diatom",2020-04-11,"Apr","2020",102,1,1,1,1
"7292","Lauderia spp.","HMH","N","HOM","Diatom",2020-07-09,"Jul","2020",191,1,1,1,1
"7293","Lauderia spp.","HMH","N","HOM","Diatom",2020-07-21,"Jul","2020",203,1,1,1,1
"7294","Lauderia spp.","HMH","N","HOM","Diatom",2020-07-30,"Jul","2020",212,1,1,1,1
"7295","Lauderia spp.","HMH","N","HOM","Diatom",2020-09-29,"Sep","2020",273,1,1,1,1
"7296","Lauderia spp.","HMH","N","HOM","Diatom",2021-06-09,"Jun","2021",160,1,1,1,1
"7297","Lauderia spp.","HMH","N","HOM","Diatom",2021-06-23,"Jun","2021",174,1,1,1,1
"7298","Lauderia spp.","HMH","N","HOM","Diatom",2021-06-29,"Jun","2021",180,1,1,1,1
"7299","Lauderia spp.","HMH","N","HOM","Diatom",2021-07-07,"Jul","2021",188,1,1,1,1
"7300","Lauderia spp.","HMH","N","HOM","Diatom",2021-07-28,"Jul","2021",209,1,1,1,1
"7301","Lauderia spp.","HMH","N","HOM","Diatom",2021-08-04,"Aug","2021",216,1,1,1,1
"7302","Lauderia spp.","HMH","N","HOM","Diatom",2021-10-07,"Oct","2021",280,1,1,1,1
"7303","Lauderia spp.","HMH","N","HOM","Diatom",2021-10-15,"Oct","2021",288,1,1,1,1
"7304","Lauderia spp.","HMH","N","HOM","Diatom",2022-04-13,"Apr","2022",103,1,1,1,1
"7305","Lauderia spp.","HMH","N","HOM","Diatom",2022-06-30,"Jun","2022",181,1,1,1,1
"7306","Lauderia spp.","HMH","N","HOM","Diatom",2022-07-07,"Jul","2022",188,1,1,1,1
"7307","Lauderia spp.","HMH","N","HOM","Diatom",2022-11-02,"Nov","2022",306,1,1,1,1
"7308","Lauderia spp.","HMH","N","HOM","Diatom",2023-04-05,"Apr","2023",95,1,1,1,1
"7309","Lauderia spp.","HMH","N","HOM","Diatom",2023-06-20,"Jun","2023",171,1,1,1,1
"7310","Lauderia spp.","HMH","N","HOM","Diatom",2023-07-11,"Jul","2023",192,1,2,1,0.5
"7311","Lauderia spp.","HMH","N","HOM","Diatom",2023-08-15,"Aug","2023",227,1,1,1,1
"7312","Lauderia spp.","HMH","N","HOM","Diatom",2023-08-29,"Aug","2023",241,1,1,1,1
"7313","Lauderia spp.","HMH","N","HOM","Diatom",2024-06-04,"Jun","2024",156,1,1,1,1
"7314","Lauderia spp.","HMH","N","HOM","Diatom",2024-06-19,"Jun","2024",171,1,1,1,1
"7315","Lauderia spp.","HMH","N","HOM","Diatom",2024-06-26,"Jun","2024",178,1,1,1,1
"7316","Lauderia spp.","HMH","N","HOM","Diatom",2024-07-03,"Jul","2024",185,1,1,1,1
"7317","Lauderia spp.","HMH","N","HOM","Diatom",2024-07-24,"Jul","2024",206,1,1,1,1
"7318","Lauderia spp.","HMH","N","HOM","Diatom",2024-08-21,"Aug","2024",234,1,1,1,1
"7319","Lauderia spp.","HMS","N","HOM","Diatom",2016-05-19,"May","2016",140,1,1,1,1
"7320","Lauderia spp.","HMS","N","HOM","Diatom",2016-06-17,"Jun","2016",169,1,1,1,1
"7321","Lauderia spp.","HMS","N","HOM","Diatom",2016-10-21,"Oct","2016",295,1,1,1,1
"7322","Lauderia spp.","JBB","S","JAK","Diatom",2017-05-30,"May","2017",150,1,1,1,1
"7323","Lauderia spp.","JBB","S","JAK","Diatom",2022-06-09,"Jun","2022",160,1,1,1,1
"7324","Lauderia spp.","JBB","S","JAK","Diatom",2023-05-30,"May","2023",150,1,1,1,1
"7325","Lauderia spp.","JBB","S","JAK","Diatom",2023-06-05,"Jun","2023",156,1,1,1,1
"7326","Lauderia spp.","JBB","S","JAK","Diatom",2023-06-28,"Jun","2023",179,1,1,1,1
"7327","Lauderia spp.","JBB","S","JAK","Diatom",2023-07-11,"Jul","2023",192,1,1,1,1
"7328","Lauderia spp.","JBD","S","JAK","Diatom",2016-05-17,"May","2016",138,1,1,2,2
"7329","Lauderia spp.","JBD","S","JAK","Diatom",2016-06-01,"Jun","2016",153,1,1,1,1
"7330","Lauderia spp.","JBD","S","JAK","Diatom",2016-06-16,"Jun","2016",168,1,2,1,0.5
"7331","Lauderia spp.","JBD","S","JAK","Diatom",2016-09-14,"Sep","2016",258,1,1,1,1
"7332","Lauderia spp.","JBD","S","JAK","Diatom",2018-09-26,"Sep","2018",269,1,1,1,1
"7333","Lauderia spp.","JBD","S","JAK","Diatom",2021-06-30,"Jun","2021",181,1,1,1,1
"7334","Lauderia spp.","JBD","S","JAK","Diatom",2021-07-28,"Jul","2021",209,1,1,1,1
"7335","Lauderia spp.","JBD","S","JAK","Diatom",2022-07-05,"Jul","2022",186,1,1,1,1
"7336","Lauderia spp.","JBD","S","JAK","Diatom",2022-07-12,"Jul","2022",193,1,1,1,1
"7337","Lauderia spp.","JBD","S","JAK","Diatom",2022-07-27,"Jul","2022",208,1,1,1,1
"7338","Lauderia spp.","JBD","S","JAK","Diatom",2023-08-22,"Aug","2023",234,1,1,1,1
"7339","Lauderia spp.","JBD","S","JAK","Diatom",2024-04-09,"Apr","2024",100,1,1,1,1
"7340","Lauderia spp.","JBD","S","JAK","Diatom",2024-05-21,"May","2024",142,1,1,1,1
"7341","Lauderia spp.","JBD","S","JAK","Diatom",2024-05-27,"May","2024",148,1,1,1,1
"7342","Lauderia spp.","JBD","S","JAK","Diatom",2024-06-04,"Jun","2024",156,1,1,1,1
"7343","Lauderia spp.","JBD","S","JAK","Diatom",2024-06-11,"Jun","2024",163,1,1,1,1
"7344","Lauderia spp.","JBD","S","JAK","Diatom",2024-06-18,"Jun","2024",170,1,1,1,1
"7345","Lauderia spp.","JBD","S","JAK","Diatom",2024-06-25,"Jun","2024",177,1,1,1,1
"7346","Lauderia spp.","JBD","S","JAK","Diatom",2024-07-02,"Jul","2024",184,1,1,2,2
"7347","Lauderia spp.","JBD","S","JAK","Diatom",2024-07-09,"Jul","2024",191,1,1,1,1
"7348","Lauderia spp.","JBD","S","JAK","Diatom",2024-07-16,"Jul","2024",198,1,1,1,1
"7349","Lauderia spp.","JBD","S","JAK","Diatom",2024-07-23,"Jul","2024",205,1,1,1,1
"7350","Lauderia spp.","JBD","S","JAK","Diatom",2024-07-30,"Jul","2024",212,1,1,1,1
"7351","Lauderia spp.","JBD","S","JAK","Diatom",2024-08-05,"Aug","2024",218,1,1,1,1
"7352","Lauderia spp.","JBD","S","JAK","Diatom",2024-08-12,"Aug","2024",225,1,1,1,1
"7353","Lauderia spp.","JBD","S","JAK","Diatom",2024-10-15,"Oct","2024",289,1,1,1,1
"7354","Lauderia spp.","JBR","S","JAK","Diatom",2015-05-18,"May","2015",138,1,1,3,3
"7355","Lauderia spp.","JBR","S","JAK","Diatom",2015-05-25,"May","2015",145,1,1,2,2
"7356","Lauderia spp.","JBR","S","JAK","Diatom",2015-06-01,"Jun","2015",152,1,1,3,3
"7357","Lauderia spp.","JBR","S","JAK","Diatom",2015-06-06,"Jun","2015",157,1,1,2,2
"7358","Lauderia spp.","JBR","S","JAK","Diatom",2015-06-14,"Jun","2015",165,1,1,1,1
"7359","Lauderia spp.","JBR","S","JAK","Diatom",2015-06-21,"Jun","2015",172,1,1,1,1
"7360","Lauderia spp.","JBR","S","JAK","Diatom",2015-11-08,"Nov","2015",312,1,1,1,1
"7361","Lauderia spp.","JBR","S","JAK","Diatom",2016-03-23,"Mar","2016",83,1,1,1,1
"7362","Lauderia spp.","JBR","S","JAK","Diatom",2016-03-26,"Mar","2016",86,1,1,1,1
"7363","Lauderia spp.","JBR","S","JAK","Diatom",2016-03-31,"Mar","2016",91,1,1,1,1
"7364","Lauderia spp.","JBR","S","JAK","Diatom",2016-04-03,"Apr","2016",94,1,1,1,1
"7365","Lauderia spp.","JBR","S","JAK","Diatom",2016-04-12,"Apr","2016",103,1,1,2,2
"7366","Lauderia spp.","JBR","S","JAK","Diatom",2016-04-16,"Apr","2016",107,1,1,3,3
"7367","Lauderia spp.","JBR","S","JAK","Diatom",2016-04-21,"Apr","2016",112,1,1,3,3
"7368","Lauderia spp.","JBR","S","JAK","Diatom",2016-04-29,"Apr","2016",120,1,1,1,1
"7369","Lauderia spp.","JBR","S","JAK","Diatom",2016-05-02,"May","2016",123,1,1,2,2
"7370","Lauderia spp.","JBR","S","JAK","Diatom",2016-05-09,"May","2016",130,1,1,1,1
"7371","Lauderia spp.","JBR","S","JAK","Diatom",2016-05-14,"May","2016",135,1,1,1,1
"7372","Lauderia spp.","JBR","S","JAK","Diatom",2016-05-16,"May","2016",137,1,1,2,2
"7373","Lauderia spp.","JBR","S","JAK","Diatom",2016-05-19,"May","2016",140,1,1,1,1
"7374","Lauderia spp.","JBR","S","JAK","Diatom",2016-05-22,"May","2016",143,1,1,1,1
"7375","Lauderia spp.","JBR","S","JAK","Diatom",2016-05-29,"May","2016",150,1,1,1,1
"7376","Lauderia spp.","JBR","S","JAK","Diatom",2016-06-03,"Jun","2016",155,1,1,1,1
"7377","Lauderia spp.","JBR","S","JAK","Diatom",2016-06-09,"Jun","2016",161,1,1,1,1
"7378","Lauderia spp.","JBR","S","JAK","Diatom",2016-06-13,"Jun","2016",165,1,1,1,1
"7379","Lauderia spp.","JBR","S","JAK","Diatom",2016-06-20,"Jun","2016",172,1,1,1,1
"7380","Lauderia spp.","JBR","S","JAK","Diatom",2016-06-25,"Jun","2016",177,1,1,1,1
"7381","Lauderia spp.","JBR","S","JAK","Diatom",2016-06-28,"Jun","2016",180,1,2,1,0.5
"7382","Lauderia spp.","JBR","S","JAK","Diatom",2016-07-03,"Jul","2016",185,1,1,1,1
"7383","Lauderia spp.","JBR","S","JAK","Diatom",2016-07-06,"Jul","2016",188,1,1,1,1
"7384","Lauderia spp.","JBR","S","JAK","Diatom",2016-07-11,"Jul","2016",193,1,1,1,1
"7385","Lauderia spp.","JBR","S","JAK","Diatom",2016-07-17,"Jul","2016",199,1,1,1,1
"7386","Lauderia spp.","JBR","S","JAK","Diatom",2016-07-22,"Jul","2016",204,1,1,1,1
"7387","Lauderia spp.","JBR","S","JAK","Diatom",2016-07-28,"Jul","2016",210,1,1,1,1
"7388","Lauderia spp.","JBR","S","JAK","Diatom",2016-07-30,"Jul","2016",212,1,1,1,1
"7389","Lauderia spp.","JBR","S","JAK","Diatom",2016-08-04,"Aug","2016",217,1,1,1,1
"7390","Lauderia spp.","JBR","S","JAK","Diatom",2016-08-07,"Aug","2016",220,1,1,1,1
"7391","Lauderia spp.","JBR","S","JAK","Diatom",2016-08-10,"Aug","2016",223,1,1,1,1
"7392","Lauderia spp.","JBR","S","JAK","Diatom",2016-08-12,"Aug","2016",225,1,1,1,1
"7393","Lauderia spp.","JBR","S","JAK","Diatom",2016-08-15,"Aug","2016",228,1,1,1,1
"7394","Lauderia spp.","JBR","S","JAK","Diatom",2016-08-21,"Aug","2016",234,1,1,1,1
"7395","Lauderia spp.","JBR","S","JAK","Diatom",2016-08-27,"Aug","2016",240,1,1,1,1
"7396","Lauderia spp.","JBR","S","JAK","Diatom",2016-09-21,"Sep","2016",265,1,1,1,1
"7397","Lauderia spp.","JBR","S","JAK","Diatom",2016-11-22,"Nov","2016",327,1,1,1,1
"7398","Lauderia spp.","JBR","S","JAK","Diatom",2016-12-12,"Dec","2016",347,1,1,1,1
"7399","Lauderia spp.","JBR","S","JAK","Diatom",2017-04-04,"Apr","2017",94,1,1,1,1
"7400","Lauderia spp.","JBR","S","JAK","Diatom",2017-05-12,"May","2017",132,1,1,1,1
"7401","Lauderia spp.","JBR","S","JAK","Diatom",2017-06-06,"Jun","2017",157,1,1,1,1
"7402","Lauderia spp.","JBR","S","JAK","Diatom",2017-06-28,"Jun","2017",179,1,1,1,1
"7403","Lauderia spp.","JBR","S","JAK","Diatom",2017-07-04,"Jul","2017",185,1,1,1,1
"7404","Lauderia spp.","JBR","S","JAK","Diatom",2017-08-28,"Aug","2017",240,1,1,1,1
"7405","Lauderia spp.","JBR","S","JAK","Diatom",2017-09-18,"Sep","2017",261,1,1,1,1
"7406","Lauderia spp.","JBR","S","JAK","Diatom",2017-10-11,"Oct","2017",284,1,1,1,1
"7407","Lauderia spp.","JBR","S","JAK","Diatom",2017-10-12,"Oct","2017",285,1,1,1,1
"7408","Lauderia spp.","JBR","S","JAK","Diatom",2017-10-29,"Oct","2017",302,1,1,1,1
"7409","Lauderia spp.","JBR","S","JAK","Diatom",2018-03-31,"Mar","2018",90,1,1,1,1
"7410","Lauderia spp.","JBR","S","JAK","Diatom",2018-07-15,"Jul","2018",196,1,1,1,1
"7411","Lauderia spp.","JBR","S","JAK","Diatom",2018-08-08,"Aug","2018",220,1,1,1,1
"7412","Lauderia spp.","JBR","S","JAK","Diatom",2018-08-23,"Aug","2018",235,1,1,1,1
"7413","Lauderia spp.","JBR","S","JAK","Diatom",2018-08-29,"Aug","2018",241,1,1,1,1
"7414","Lauderia spp.","JBR","S","JAK","Diatom",2018-09-06,"Sep","2018",249,1,1,1,1
"7415","Lauderia spp.","JBR","S","JAK","Diatom",2019-04-03,"Apr","2019",93,1,1,1,1
"7416","Lauderia spp.","JBR","S","JAK","Diatom",2019-05-19,"May","2019",139,1,1,1,1
"7417","Lauderia spp.","JBR","S","JAK","Diatom",2019-07-15,"Jul","2019",196,1,1,1,1
"7418","Lauderia spp.","JBR","S","JAK","Diatom",2019-07-28,"Jul","2019",209,1,1,1,1
"7419","Lauderia spp.","JBR","S","JAK","Diatom",2019-08-09,"Aug","2019",221,1,1,1,1
"7420","Lauderia spp.","JBR","S","JAK","Diatom",2019-08-12,"Aug","2019",224,1,1,1,1
"7421","Lauderia spp.","JBR","S","JAK","Diatom",2019-08-28,"Aug","2019",240,1,1,1,1
"7422","Lauderia spp.","JBR","S","JAK","Diatom",2020-05-13,"May","2020",134,1,1,1,1
"7423","Lauderia spp.","JBR","S","JAK","Diatom",2020-06-06,"Jun","2020",158,1,1,1,1
"7424","Lauderia spp.","JBR","S","JAK","Diatom",2020-07-07,"Jul","2020",189,1,1,1,1
"7425","Lauderia spp.","JBR","S","JAK","Diatom",2020-08-29,"Aug","2020",242,1,1,1,1
"7426","Lauderia spp.","JBR","S","JAK","Diatom",2020-09-08,"Sep","2020",252,1,1,1,1
"7427","Lauderia spp.","JBR","S","JAK","Diatom",2020-09-20,"Sep","2020",264,1,1,1,1
"7428","Lauderia spp.","KBE","S","KAS","Diatom",2023-05-23,"May","2023",143,1,1,1,1
"7429","Lauderia spp.","KBL","S","KAS","Diatom",2016-05-17,"May","2016",138,1,1,2,2
"7430","Lauderia spp.","KBL","S","KAS","Diatom",2016-08-26,"Aug","2016",239,1,1,1,1
"7431","Lauderia spp.","KBL","S","KAS","Diatom",2017-04-26,"Apr","2017",116,1,1,1,1
"7432","Lauderia spp.","KBL","S","KAS","Diatom",2017-05-26,"May","2017",146,1,1,1,1
"7433","Lauderia spp.","KBL","S","KAS","Diatom",2017-10-16,"Oct","2017",289,1,1,1,1
"7434","Lauderia spp.","KBL","S","KAS","Diatom",2018-05-24,"May","2018",144,1,1,1,1
"7435","Lauderia spp.","KBL","S","KAS","Diatom",2018-07-18,"Jul","2018",199,1,1,1,1
"7436","Lauderia spp.","KBL","S","KAS","Diatom",2018-09-26,"Sep","2018",269,1,1,1,1
"7437","Lauderia spp.","KBL","S","KAS","Diatom",2018-11-13,"Nov","2018",317,1,1,1,1
"7438","Lauderia spp.","KBL","S","KAS","Diatom",2019-05-24,"May","2019",144,1,1,1,1
"7439","Lauderia spp.","KBL","S","KAS","Diatom",2019-08-02,"Aug","2019",214,1,1,3,3
"7440","Lauderia spp.","KBL","S","KAS","Diatom",2020-08-04,"Aug","2020",217,1,1,1,1
"7441","Lauderia spp.","KBL","S","KAS","Diatom",2020-09-16,"Sep","2020",260,1,1,1,1
"7442","Lauderia spp.","KBL","S","KAS","Diatom",2020-09-24,"Sep","2020",268,1,1,1,1
"7443","Lauderia spp.","KBL","S","KAS","Diatom",2020-10-06,"Oct","2020",280,1,1,1,1
"7444","Lauderia spp.","KBL","S","KAS","Diatom",2021-06-16,"Jun","2021",167,1,1,3,3
"7445","Lauderia spp.","KBL","S","KAS","Diatom",2021-06-30,"Jun","2021",181,1,1,2,2
"7446","Lauderia spp.","KBL","S","KAS","Diatom",2021-07-28,"Jul","2021",209,1,1,1,1
"7447","Lauderia spp.","KBL","S","KAS","Diatom",2021-10-05,"Oct","2021",278,1,1,1,1
"7448","Lauderia spp.","KBL","S","KAS","Diatom",2022-05-30,"May","2022",150,1,1,2,2
"7449","Lauderia spp.","KBL","S","KAS","Diatom",2022-06-09,"Jun","2022",160,1,1,1,1
"7450","Lauderia spp.","KBL","S","KAS","Diatom",2022-07-27,"Jul","2022",208,1,1,1,1
"7451","Lauderia spp.","KBL","S","KAS","Diatom",2023-05-16,"May","2023",136,1,1,1,1
"7452","Lauderia spp.","KBL","S","KAS","Diatom",2023-05-30,"May","2023",150,1,2,1,0.5
"7453","Lauderia spp.","KBL","S","KAS","Diatom",2023-06-05,"Jun","2023",156,1,1,1,1
"7454","Lauderia spp.","KBL","S","KAS","Diatom",2023-06-16,"Jun","2023",167,1,1,1,1
"7455","Lauderia spp.","KBL","S","KAS","Diatom",2023-06-20,"Jun","2023",171,1,1,1,1
"7456","Lauderia spp.","KBL","S","KAS","Diatom",2023-06-28,"Jun","2023",179,1,1,1,1
"7457","Lauderia spp.","KBL","S","KAS","Diatom",2023-09-26,"Sep","2023",269,1,1,1,1
"7458","Lauderia spp.","KBL","S","KAS","Diatom",2024-04-02,"Apr","2024",93,1,1,1,1
"7459","Lauderia spp.","KBL","S","KAS","Diatom",2024-04-17,"Apr","2024",108,1,1,1,1
"7460","Lauderia spp.","KBL","S","KAS","Diatom",2024-04-23,"Apr","2024",114,1,1,1,1
"7461","Lauderia spp.","KBL","S","KAS","Diatom",2024-05-21,"May","2024",142,1,1,1,1
"7462","Lauderia spp.","KBL","S","KAS","Diatom",2024-05-27,"May","2024",148,1,1,1,1
"7463","Lauderia spp.","KBL","S","KAS","Diatom",2024-06-04,"Jun","2024",156,1,1,1,1
"7464","Lauderia spp.","KBL","S","KAS","Diatom",2024-06-11,"Jun","2024",163,1,1,1,1
"7465","Lauderia spp.","KBL","S","KAS","Diatom",2024-06-14,"Jun","2024",166,1,1,1,1
"7466","Lauderia spp.","KBL","S","KAS","Diatom",2024-06-18,"Jun","2024",170,1,1,1,1
"7467","Lauderia spp.","KBL","S","KAS","Diatom",2024-06-25,"Jun","2024",177,1,1,1,1
"7468","Lauderia spp.","KBL","S","KAS","Diatom",2024-07-02,"Jul","2024",184,1,1,1,1
"7469","Lauderia spp.","KBL","S","KAS","Diatom",2024-07-09,"Jul","2024",191,1,1,1,1
"7470","Lauderia spp.","KBL","S","KAS","Diatom",2024-07-16,"Jul","2024",198,1,1,1,1
"7471","Lauderia spp.","KBL","S","KAS","Diatom",2024-07-23,"Jul","2024",205,1,1,1,1
"7472","Lauderia spp.","KBL","S","KAS","Diatom",2024-07-30,"Jul","2024",212,1,1,1,1
"7473","Lauderia spp.","KBL","S","KAS","Diatom",2024-08-05,"Aug","2024",218,1,1,1,1
"7474","Lauderia spp.","KBL","S","KAS","Diatom",2024-08-12,"Aug","2024",225,1,1,1,1
"7475","Lauderia spp.","KBL","S","KAS","Diatom",2024-08-20,"Aug","2024",233,1,1,1,1
"7476","Lauderia spp.","KBL","S","KAS","Diatom",2024-08-28,"Aug","2024",241,1,1,1,1
"7477","Lauderia spp.","SVB","S","SEL","Diatom",2016-04-21,"Apr","2016",112,1,1,1,1
"7478","Lauderia spp.","SVB","S","SEL","Diatom",2016-04-28,"Apr","2016",119,1,1,1,1
"7479","Lauderia spp.","SVB","S","SEL","Diatom",2016-05-13,"May","2016",134,1,1,1,1
"7480","Lauderia spp.","SVB","S","SEL","Diatom",2016-06-09,"Jun","2016",161,1,1,1,1
"7481","Lauderia spp.","SVB","S","SEL","Diatom",2016-07-07,"Jul","2016",189,1,1,1,1
"7482","Lauderia spp.","SVB","S","SEL","Diatom",2016-11-22,"Nov","2016",327,1,1,1,1
"7483","Lauderia spp.","SVB","S","SEL","Diatom",2017-06-29,"Jun","2017",180,1,1,1,1
"7484","Lauderia spp.","SVB","S","SEL","Diatom",2017-09-14,"Sep","2017",257,1,1,1,1
"7485","Lauderia spp.","SVB","S","SEL","Diatom",2017-10-05,"Oct","2017",278,1,1,1,1
"7486","Lauderia spp.","SVB","S","SEL","Diatom",2017-11-02,"Nov","2017",306,1,1,1,1
"7487","Lauderia spp.","SVB","S","SEL","Diatom",2017-11-22,"Nov","2017",326,1,1,1,1
"7488","Lauderia spp.","SVB","S","SEL","Diatom",2017-11-30,"Nov","2017",334,1,1,1,1
"7489","Lauderia spp.","SVB","S","SEL","Diatom",2018-05-03,"May","2018",123,1,1,1,1
"7490","Lauderia spp.","SVB","S","SEL","Diatom",2018-06-28,"Jun","2018",179,1,1,1,1
"7491","Lauderia spp.","SVB","S","SEL","Diatom",2018-08-02,"Aug","2018",214,1,1,1,1
"7492","Lauderia spp.","SVB","S","SEL","Diatom",2018-08-09,"Aug","2018",221,1,1,1,1
"7493","Lauderia spp.","SVB","S","SEL","Diatom",2018-08-13,"Aug","2018",225,1,1,1,1
"7494","Lauderia spp.","SVB","S","SEL","Diatom",2018-08-16,"Aug","2018",228,1,2,1,0.5
"7495","Lauderia spp.","SVB","S","SEL","Diatom",2018-08-23,"Aug","2018",235,1,1,1,1
"7496","Lauderia spp.","SVB","S","SEL","Diatom",2018-08-30,"Aug","2018",242,1,1,1,1
"7497","Lauderia spp.","SVB","S","SEL","Diatom",2018-09-13,"Sep","2018",256,1,1,1,1
"7498","Lauderia spp.","SVB","S","SEL","Diatom",2018-09-20,"Sep","2018",263,1,1,1,1
"7499","Lauderia spp.","SVB","S","SEL","Diatom",2018-09-27,"Sep","2018",270,1,1,1,1
"7500","Lauderia spp.","SVB","S","SEL","Diatom",2018-10-04,"Oct","2018",277,1,1,1,1
"7501","Lauderia spp.","SVB","S","SEL","Diatom",2018-10-11,"Oct","2018",284,1,1,1,1
"7502","Lauderia spp.","SVB","S","SEL","Diatom",2018-12-13,"Dec","2018",347,1,1,1,1
"7503","Lauderia spp.","SVB","S","SEL","Diatom",2019-01-24,"Jan","2019",24,1,1,1,1
"7504","Lauderia spp.","SVB","S","SEL","Diatom",2019-02-14,"Feb","2019",45,1,1,1,1
"7505","Lauderia spp.","SVB","S","SEL","Diatom",2019-03-07,"Mar","2019",66,1,1,1,1
"7506","Lauderia spp.","SVB","S","SEL","Diatom",2019-03-22,"Mar","2019",81,1,1,1,1
"7507","Lauderia spp.","SVB","S","SEL","Diatom",2019-08-01,"Aug","2019",213,1,1,1,1
"7508","Lauderia spp.","SVB","S","SEL","Diatom",2019-08-08,"Aug","2019",220,1,1,1,1
"7509","Lauderia spp.","SVB","S","SEL","Diatom",2019-08-29,"Aug","2019",241,1,1,1,1
"7510","Lauderia spp.","SVB","S","SEL","Diatom",2019-10-17,"Oct","2019",290,1,1,1,1
"7511","Lauderia spp.","SVB","S","SEL","Diatom",2020-10-06,"Oct","2020",280,1,1,1,1
"7512","Lauderia spp.","SVB","S","SEL","Diatom",2021-03-18,"Mar","2021",77,1,1,1,1
"7513","Lauderia spp.","SVB","S","SEL","Diatom",2021-04-29,"Apr","2021",119,1,1,1,1
"7514","Lauderia spp.","SVB","S","SEL","Diatom",2021-05-07,"May","2021",127,1,1,1,1
"7515","Lauderia spp.","SVB","S","SEL","Diatom",2021-05-20,"May","2021",140,1,1,1,1
"7516","Lauderia spp.","SVB","S","SEL","Diatom",2021-06-04,"Jun","2021",155,1,1,1,1
"7517","Lauderia spp.","SVB","S","SEL","Diatom",2021-06-30,"Jun","2021",181,1,1,1,1
"7518","Lauderia spp.","SVB","S","SEL","Diatom",2021-07-22,"Jul","2021",203,1,1,1,1
"7519","Lauderia spp.","SVB","S","SEL","Diatom",2021-07-30,"Jul","2021",211,1,1,1,1
"7520","Lauderia spp.","SVB","S","SEL","Diatom",2021-08-05,"Aug","2021",217,1,1,1,1
"7521","Lauderia spp.","SVB","S","SEL","Diatom",2021-08-06,"Aug","2021",218,1,1,1,1
"7522","Lauderia spp.","SVB","S","SEL","Diatom",2022-05-30,"May","2022",150,1,1,2,2
"7523","Lauderia spp.","SVB","S","SEL","Diatom",2022-06-09,"Jun","2022",160,1,1,1,1
"7524","Lauderia spp.","SVB","S","SEL","Diatom",2022-06-23,"Jun","2022",174,1,1,1,1
"7525","Lauderia spp.","SVB","S","SEL","Diatom",2022-09-08,"Sep","2022",251,1,1,1,1
"7526","Lauderia spp.","SVB","S","SEL","Diatom",2022-10-20,"Oct","2022",293,1,1,1,1
"7527","Lauderia spp.","SVB","S","SEL","Diatom",2022-11-22,"Nov","2022",326,1,1,1,1
"7528","Lauderia spp.","SVB","S","SEL","Diatom",2023-03-08,"Mar","2023",67,1,1,1,1
"7529","Lauderia spp.","SVB","S","SEL","Diatom",2023-03-16,"Mar","2023",75,1,1,1,1
"7530","Lauderia spp.","SVB","S","SEL","Diatom",2023-03-31,"Mar","2023",90,1,1,1,1
"7531","Lauderia spp.","SVB","S","SEL","Diatom",2023-04-20,"Apr","2023",110,1,1,1,1
"7532","Lauderia spp.","SVB","S","SEL","Diatom",2023-05-25,"May","2023",145,1,1,1,1
"7533","Lauderia spp.","SVB","S","SEL","Diatom",2023-06-15,"Jun","2023",166,1,1,1,1
"7534","Lauderia spp.","SVB","S","SEL","Diatom",2023-06-16,"Jun","2023",167,1,1,1,1
"7535","Lauderia spp.","SVB","S","SEL","Diatom",2024-06-11,"Jun","2024",163,1,1,1,1
"7536","Lauderia spp.","SVB","S","SEL","Diatom",2024-06-20,"Jun","2024",172,1,1,1,1
"7537","Lauderia spp.","SVB","S","SEL","Diatom",2024-06-26,"Jun","2024",178,1,1,1,1
"7538","Lauderia spp.","SVH","S","SEL","Diatom",2015-09-25,"Sep","2015",268,1,1,1,1
"7539","Lauderia spp.","SVH","S","SEL","Diatom",2016-06-27,"Jun","2016",179,1,1,1,1
"7540","Lauderia spp.","SVH","S","SEL","Diatom",2019-08-15,"Aug","2019",227,1,1,1,1
